Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-09-23,Cocaine,,,,France,,,,,,,,,,Cocaine | Sea - container,,,,1,,Sea - container,Yes,15,Low,"Container cargo, Multiple drugs",1,360.ru,full,ru,Хозяйку салона красоты арестовали в Гане по делу о контрабанде кокаина,https://360.ru/news/mir/hozjajku-salona-krasoty-arestovali-v-gane-po-delu-o-kontrabande-kokaina/,3074
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,شبكة تواصل الإخبارية,full,ar,مخدرات أون لاين.. القبض على أدمن صفحة لبيع الممنوعات على السوشيال ميديا,https://twaslnews1.twaslnews.com/5213555/,2983
2026-09-23,Cocaine,,,,Egypt,Cairo,,,,,,الات,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Lebanon 24,full,ar,توقيف شاعر معروف... عُثِرَ بحوزته على مخدرات!,https://www.lebanon24.com/news/arts-celebrities/1574981/%D8%AA%D9%88%D9%82%D9%8A%D9%81-%D8%B4%D8%A7%D8%B9%D8%B1-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D8%B9%D9%8F%D8%AB%D9%90%D8%B1%D9%8E-%D8%A8%D8%AD%D9%88%D8%B2%D8%AA%D9%87-%D8%B9%D9%84%D9%89-%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA,2986
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods,,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,بوابة أخبار اليوم الإلكترونية,full,ar,المشدد 15 سنة لعامل وحداد بالإسكندرية بتهمة الإتجار في مخدر الحشيش,https://akhbarelyom.com/news/newdetails/4881560/1/%D8%A7%D9%84%D9%85%D8%B4%D8%AF%D8%AF-15-%D8%B3%D9%86%D8%A9-%D9%84%D8%B9%D8%A7%D9%85%D9%84-%D9%88%D8%AD%D8%AF%D8%A7%D8%AF-%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D8%A8%D8%AA,2997
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,وكالة الرأي الفلسطينية -,full,ar,"المكافحة تضبط 1100 فرش حشيش و2600 كرتونة ""أترامال"" بالقطاع",https://alray.ps/ar/post/161137/%D8%A7%D9%84%D9%85%D9%83%D8%A7%D9%81%D8%AD%D8%A9-%D8%AA%D8%B6%D8%A8%D8%B7-1100-%D9%81%D8%B1%D8%B4-%D8%AD%D8%B4%D9%8A%D8%B4-%D9%882600-%D9%83%D8%B1%D8%AA%D9%88%D9%86%D8%A9-%D8%A3%D8%AA%D8%B1%D8%A7%D9%85%D8%A7%D9%84-%D8%A8%D8%A7%D9%84%D9%82%D8%B7%D8%A7%D8%B9,2998
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,المصري اليوم,full,ar,«حشيش بيور».. القبض على عاطل يروج للمخدرات على السوشيال في الجيزة,https://www.almasryalyoum.com/news/details/4366128,2999
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,dostor.org,full,ar,بعد ضبطه في مركب بالنيل.. حبس مسجل لحيازته 10 طرب حشيش وأسلحة بأوسيم,https://www.dostor.org/5712594,3001
2026-09-23,NSA,,,,Egypt,Cairo,,,,,,الات,,Legitimate cargo (industrial/goods),NSA | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Masrawy,full,ar,تخفيف عقوبة المتهم بالاتجار في الترامادول بالبساتين من 15 لـ3 سنوات,https://www.masrawy.com/news/news_cases/details/2026/9/23/3052495/%D8%AA%D8%AE%D9%81%D9%8A%D9%81-%D8%B9%D9%82%D9%88%D8%A8%D8%A9-%D8%A7%D9%84%D9%85%D8%AA%D9%87%D9%85-%D8%A8%D8%A7%D9%84%D8%A7%D8%AA%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D9%85%D8%A7%D8%AF%D9%88%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D8%B3%D8%A7%D8%AA%D9%8A%D9%86-%D9%85%D9%86-15-%D9%84%D9%803-%D8%B3%D9%86%D9%88%D8%A7%D8%AA,3008
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,تليجراف مصر,full,ar,ضبط شخص بالجيزة أدار صفحة للنصب على راغبي شراء المخدرات,https://www.egypttelegraph.com/article/281024/%D8%B6%D8%A8%D8%B7-%D8%B4%D8%AE%D8%B5-%D8%A8%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9-%D8%A3%D8%AF%D8%A7%D8%B1-%D8%B5%D9%81%D8%AD%D8%A9-%D9%84%D9%84%D9%86%D8%B5%D8%A8-%D8%B9%D9%84%D9%89,3010
2026-09-23,Cocaine,,,,Egypt,Cairo,,,,,,الات,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,العين الإخبارية,full,ar,مصر.. تفاصيل ضبط الشاعر وليد الغزالي في قضية مخدرات,https://al-ain.com/video/walid-alghazaly-arrest-drug-case,2970
2026-09-23,Cocaine,,,,,,,,,,,plastic,,Legitimate cargo (industrial/goods),Cocaine (1 kg) | Sea - cargo (other) | concealed: Legitimate cargo (industrial/goods) | 2 arrests,1.0,,,1,2.0,Sea - cargo (other),No,15,Low,Hidden in legitimate cargo,1,imediato.ncnews.com.br,full,pt,Vulgo ‘Gaivota’ é preso pela 4ª vez com quase 1 kg de cocaína durante operação em Porto Velho,https://imediato.ncnews.com.br/2026/09/22/vulgo-gaivota-e-preso-pela-4a-vez-com-quase-1-kg-de-cocaina-durante-operacao-em-porto-velho/,2673
2026-09-23,Cocaine,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,newturkpost.com,full,ar,ضبط مخدرات مخبأة داخل مطبخ منزل في كوجة إيلي,https://newturkpost.com/news/123871-%D8%B6%D8%A8%D8%B7-%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%B7%D8%A8%D8%AE-%D9%85%D9%86%D8%B2%D9%84-%D8%A8%D9%83%D9%88%D8%AC%D8%A9-%D8%A5%D9%8A%D9%84%D9%8A-%D9%88%D8%A7%D8%B9%D8%AA%D9%82%D8%A7%D9%84-%D8%B4%D8%AE%D8%B5%D9%8A%D9%86,2686
2026-09-23,Cannabis,,,,Egypt,Cairo,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,2,Masrawy,full,ar,"النيابة تواصل تحقيقاتها مع ""دينا عزت"" بعد ادعاء تلفيق قضية مخدرات لزوجها بمدينة نصر",https://www.masrawy.com/news/news_cases/details/2026/9/23/3052373/%D8%A7%D9%84%D9%86%D9%8A%D8%A7%D8%A8%D8%A9-%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%AA%D8%AD%D9%82%D9%8A%D9%82%D8%A7%D8%AA%D9%87%D8%A7-%D9%85%D8%B9-%D8%AF%D9%8A%D9%86%D8%A7-%D8%B9%D8%B2%D8%AA-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%AF%D8%B9%D8%A7%D8%A1-%D8%AA%D9%84%D9%81%D9%8A%D9%82-%D9%82%D8%B6%D9%8A%D8%A9-%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA-%D9%84%D8%B2%D9%88%D8%AC%D9%87%D8%A7,2687
2026-09-23,Cannabis,,,,Turkey,,,,,,,الات,,Legitimate cargo (industrial/goods); Postal / parcel,Cannabis | Post/express | concealed: Legitimate cargo (industrial/goods); Postal / parcel,,,,1,,Post/express,No,15,Low,Hidden in legitimate cargo,1,newturkpost.com,full,ar,اعتقال مشتبه به وضبط مخدرات في عملية أمنية بولاية كليس,https://newturkpost.com/news/123885-%D8%A7%D8%B9%D8%AA%D9%82%D8%A7%D9%84-%D9%85%D8%B4%D8%AA%D8%A8%D9%87-%D8%A8%D9%87-%D9%88%D8%B6%D8%A8%D8%B7-%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%83%D9%84%D9%8A%D8%B3,2690
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods,,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,القاهرة 24,full,ar,بـ 400 طربة حشيش.. المشدد 15 سنة لمتهمين بالاتجار في المخدرات بالإسكندرية,https://www.cairo24.com/2499402,2697
2026-09-23,Cocaine,,,,Egypt,Cairo,,,,,,,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,شبكة تواصل الإخبارية,full,ar,بعد ضبطه بحيازة الكوكايين.. صور تجمع الملحن وليد الغزالي بنجوم الغناء العربي,https://twaslnews1.twaslnews.com/5210740/,2700
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods,,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,اليوم السابع,full,ar,السجن المشدد 15 سنة لعامل وحداد بتهمة الإتجار فى الحشيش بالإسكندرية,https://www.youm7.com/story/2026/9/23/%D8%A7%D9%84%D8%B3%D8%AC%D9%86-%D8%A7%D9%84%D9%85%D8%B4%D8%AF%D8%AF-15-%D8%B3%D9%86%D8%A9-%D9%84%D8%B9%D8%A7%D9%85%D9%84-%D9%88%D8%AD%D8%AF%D8%A7%D8%AF-%D8%A8%D8%AA%D9%87%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D8%AA%D8%AC%D8%A7%D8%B1-%D9%81%D9%89-%D8%A7%D9%84%D8%AD%D8%B4%D9%8A%D8%B4/7555226,2712
2026-09-23,Cannabis,,,,,,,,,,,ملابس; الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,المصري اليوم,full,ar,عرض سيدة ادعت اقتحام منزلها على النيابة.. والتحريات: «ضبطنا زوجها بحشيش»,https://www.almasryalyoum.com/news/details/4365936,2713
2026-09-23,Cannabis,,,,China,,,,,,,الات,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods,,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Masrawy,full,ar,سقطا بـ 400 طربة حشيش.. السجن 15 سنة لعامل وحداد بالإسكندرية,https://www.masrawy.com/news/news_regions/details/2026/9/23/3052392/%D8%B3%D9%82%D8%B7%D8%A7-%D8%A8%D9%80-400-%D8%B7%D8%B1%D8%A8%D8%A9-%D8%AD%D8%B4%D9%8A%D8%B4-%D8%A7%D9%84%D8%B3%D8%AC%D9%86-15-%D8%B3%D9%86%D8%A9-%D9%84%D8%B9%D8%A7%D9%85%D9%84-%D9%88%D8%AD%D8%AF%D8%A7%D8%AF-%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9,2714
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,alraeesnews.com,full,ar,ضبط مروج مخدرات عبر السوشيال ميديا في القليوبية.. الحشيش وسلاح أبيض يكشفان نشاطه,https://www.alraeesnews.com/335984,2717
2026-09-23,Cannabis,,,,,,,,,,,الات,,Legitimate cargo (industrial/goods),Cannabis | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,dostor.org,full,ar,حبس ديلر بتهمة ترويج الحشيش على فيسبوك بأكتوبر,https://www.dostor.org/5712501,2720
2026-09-23,Heroin/Opium,India,,,India,Uttar Pradesh,,,,,,,,Legitimate cargo (industrial/goods),Heroin/Opium (0 kg) | Road | concealed: Legitimate cargo (industrial/goods),0.10300000000000001,,,1,,Road,No,15,Low,Hidden in legitimate cargo,1,Khoj Samachar,full,en,Indian National Held in Banke With 103 Grams of Brown Heroin,https://khojsamachar.com/indian-national-banke-brown-heroin-arrest/,2581
2026-09-23,Cannabis,,,,India,Odisha,,,,,,cement,,Legitimate cargo (industrial/goods),Cannabis | Road | concealed: Legitimate cargo (industrial/goods),,,,1,,Road,No,15,Low,Hidden in legitimate cargo,2,"Whispers in the Corridors, whispersinthecorridors.net",full,en,"25+ Tonnes of narcotics Seized: How IPS Rakesh Sahoo is Dismantling the drug network in Gajapati, Odisha",https://whispersinthecorridors.net/news/25-tonnes-of-narcotics-seized-how-ips-rakesh-sahoo-is-dismantling-the-drug-network-in-gajapati-odisha,2583
2026-09-23,Cocaine,United States,,,United States,New York,New York,,,,,"six tightly wrapped ""bricks"" consistent; cement",,Legitimate cargo (industrial/goods),Cocaine (23 kg) | Road | concealed: Legitimate cargo (industrial/goods) | 2 arrests,22.6795,,,1,2.0,Road,No,15,Low,Hidden in legitimate cargo,1,fox23.com,full,en,U.S. Attorney's Office charges 2 men after 50 pounds of cocaine found during traffic stop,https://fox23.com/news/local/us-attorneys-office-charges-2-men-after-50-pounds-of-cocaine-found-during-traffic-stop,2591
2026-09-23,Methamphetamine,,,,United States,Kentucky,,,,,,plastic,,Legitimate cargo (industrial/goods),Methamphetamine (0 kg) | Road | concealed: Legitimate cargo (industrial/goods),0.159,,,1,,Road,No,15,Low,Hidden in legitimate cargo,1,Mountain Top Media,full,en,Floyd traffic stop results in Pike man’s arrest for meth trafficking,https://mountain-topmedia.com/floyd-traffic-stop-results-in-pike-mans-arrest-for-meth-trafficking/,2617
2026-09-23,Cigarettes,,,,Malaysia,Kuala Lumpur,,,,,,,,Legitimate cargo (industrial/goods),"Cigarettes (307,080 cigarettes) | Road | concealed: Legitimate cargo (industrial/goods) | 3 arrests",,307080.0,cigarettes,1,3.0,Road,No,15,Low,Hidden in legitimate cargo,1,Bernama,full,en,"Customs Foil Cigarette, Liquor Smuggling Worth RM25.77 Mln",https://www.bernama.com/en/crime_courts/news.php?id=2610664,2636
2026-09-23,Cocaine,,,,,,,,,,,,,Legitimate cargo (industrial/goods),Cocaine (0 kg) | Road | concealed: Legitimate cargo (industrial/goods),0.075,,,1,,Road,No,15,Low,Hidden in legitimate cargo,1,KROC-AM,full,en,Rochester Man on Probation for Drug Crimes Facing New Charges After 75 Gram Cocaine Bust,https://krocnews.com/cocaine-bust-probation-rochester-mn/,2862
2026-09-23,NSA,,,,United States,Arizona,,,,,,cement,,Legitimate cargo (industrial/goods),NSA | Sea - cargo (other) | concealed: Legitimate cargo (industrial/goods),,,,1,,Sea - cargo (other),No,15,Low,Hidden in legitimate cargo,1,KJZZ,full,en,Mayes calls on ICE to restaff drug trafficking investigations after watchdog report finds deficiencies,https://www.kjzz.org/politics/2026-09-23/mayes-calls-on-ice-to-restaff-drug-trafficking-investigations-after-watchdog-report-finds-deficiencies,2886
2026-09-23,Cigarettes,,,,United Kingdom,Scotland,,,,,,,,Legitimate cargo (industrial/goods),Cigarettes | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,East Lothian Courier,full,en,"More than 20,000 illicit cigarettes seized in East Lothian crackdown",https://www.eastlothiancourier.com/news/26574540.20-000-illicit-cigarettes-seized-east-lothian/,2889
2026-09-23,Cannabis,,,,Malaysia,Kuala Lumpur,,,,,,plastic,,Legitimate cargo (industrial/goods); Luggage / passenger goods,"Cannabis (418 kg, 671 packages) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | 12 arrests",418.0,671.0,packages,1,12.0,Air - passenger,No,15,Low,Hidden in legitimate cargo,2,"Newswav, The Vibes",full,en,Travel offers used to trap foreigners as drug mules,https://www.thevibes.com/articles/news/127600/travel-offers-used-to-trap-foreigners-as-drug-mules,2897
2026-09-23,Cannabis,,,,,,,,,,,फल,,Legitimate cargo (food/produce),Cannabis (13 kg) | concealed: Legitimate cargo (food/produce),12.7,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Kashish News,full,hi,RPF Ranchi ने ऑपरेशन “NARCOS” के तहत 12.7 किलो अवैध गांजा के साथ 01 व्यक्ति को पकड़ा,https://www.kashishnews.com/news/jharkhand-news-606923,2829
2026-09-23,NSA,,,,,,,,,,,оборудован,,Legitimate cargo (industrial/goods),NSA | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,"Газета ""Оренбуржье""",full,ru,Оренбуржца приговорили к 10 годам колонии за производство мефедрона,https://orenburzhie.ru/news/orenburzhca-prigovorili-k-10-godam-kolonii-za-proizvodstvo-mefedrona/,2805
2026-09-23,Heroin/Opium,United Arab Emirates,,,India,Amritsar,Dubai,,,,,,United Arab Emirates -> India,,Heroin/Opium (20 kg) | Road | route: United Arab Emirates -> India | 4 arrests,20.0,,,1,4.0,Road,No,15,Low,"Multi-country route, Organised network",2,"Dainik Bhaskar, aninews.in",full,en,"Punjab Police bust transnational narcotics syndicate operated from Dubai; 4 arrested, 20 kg heroin seized",https://www.aninews.in/news/national/general-news/punjab-police-bust-transnational-narcotics-syndicate-operated-from-dubai-4-arrested-20-kg-heroin-seized20260923193613,2818
2026-09-23,Cannabis,Nepal,,,Nepal,,,,,,,फल,,Legitimate cargo (food/produce),Cannabis (42 kg) | concealed: Legitimate cargo (food/produce),42.0,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Jagran,full,hi,"नेपाल से लाकर घर में छिपा रखा था 42 किलो गांजा, अररिया पुलिस की छापेमारी ने किया बरामद",https://www.jagran.com/bihar/araria-araria-police-seizes-42-kg-ganja-in-narpatganj-raid-smuggler-flees-40382393.html,2821
2026-09-23,Cannabis,,,,,,,,,,,,,Legitimate cargo (food/produce),Cannabis | concealed: Legitimate cargo (food/produce),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Prabhat Khabar,full,hi,"मुजफ्फरपुर: गांजा तस्करी का भंडाफोड़, बुजुर्ग गिरफ्तार",https://www.prabhatkhabar.com/state/bihar/muzaffarpur/ganja-seized-bochaha,2825
2026-09-23,NSA,,,,,,,,,,,,,,"NSA (40 kg, 10,000 pills) | Road | 6 arrests",40.0,10000.0,pills,1,6.0,Road,No,10,Low,"Organised network, Multiple drugs",1,elonce.com,full,es,Valuaron en dos millones de dólares al cargamento de drogas sintéticas incautado en Entre Ríos,https://www.elonce.com/policiales/secuestraron-metanfetamina-y-10-000-pastillas-de-extasis.htm,2920
2026-09-23,Cannabis,,,,,,,,,,,,,,Cannabis | 3 arrests,,,,1,3.0,Unknown,No,5,Low,Multiple drugs,1,Correio de Minas,full,pt,PM fecha o cerco ao tráfico e apreende 15 barras de maconha em Lafaiete,https://correiodeminas.com.br/2026/09/23/pm-fecha-o-cerco-ao-trafico-e-apreende-15-barras-de-maconha-em-lafaiete/,2962
2026-09-23,Cocaine,,,,,,,,,,,,,,Cocaine | Road | 2 arrests,,,,1,2.0,Road,No,5,Low,Multiple drugs,1,Diario El Centro,full,es,"Dos mujeres son detenidas por comercializar drogas en Curicó: incautan cocaína, ketamina, cannabis y un arma de fuego",https://www.diarioelcentro.cl/2026/09/23/dos-mujeres-son-detenidas-por-comercializar-drogas-en-curico-incautan-cocaina-ketamina-cannabis-y-un-arma-de-fuego/,2911
